county_fips,HPSA Score,State,County,Rural-urban score,Population,Birth rate,Death rate,% poverty (ages 0-17),Unemployment rate,Median Income,"% adults, < HS diploma","% adults, HS diploma only","% adults, some college","% adults, college degree or higher",Population change,pop / PC,"pop / PC, MD only","pop / PC, NP only"
41021,15.0,OR,Gilliam County,9.0,1859.0,8.6,8.6,21.0,5.8,79.7,10.1,37.8,35.1,17.1,-0.004303388918773534,1859.0,1859.0,929.5
41069,16.0,OR,Wheeler County,9.0,1326.0,10.6,8.3,40.0,4.2,61.6,8.4,38.0,36.6,17.0,0.0,1326.0,1326.0,1326.0
41049,14.0,OR,Morrow County,6.0,11219.0,15.6,6.4,19.0,4.8,93.4,24.9,34.6,30.6,10.0,0.009091719404581514,1869.8333333333333,3739.6666666666665,3739.6666666666665
41007,10.0,OR,Clatsop County,4.0,38637.0,10.7,10.2,19.0,4.7,87.0,8.1,25.6,42.3,24.1,0.022103165359629372,1073.25,1931.85,2414.8125
40059,16.0,OK,Harper County,9.0,3794.0,12.6,14.4,15.0,3.8,98.7,18.0,35.7,22.2,24.1,-0.012651555086979441,1264.6666666666667,3794.0,1897.0
40069,12.0,OK,Johnston County,9.0,11091.0,9.6,13.6,30.0,5.9,77.4,19.0,36.7,28.5,15.8,0.011090073032188261,652.4117647058823,1584.4285714285713,1109.1
40151,9.0,OK,Woods County,7.0,9134.0,11.1,9.7,17.0,3.2,102.5,12.1,33.4,27.8,26.7,-0.016312677906722136,1014.8888888888889,2283.5,1826.8
40003,9.0,OK,Alfalfa County,9.0,5914.0,10.5,6.6,19.0,3.3,109.1,11.5,40.1,27.6,20.9,0.002198173824822455,1478.5,2957.0,2957.0
40087,12.0,OK,McClain County,1.0,38599.0,12.0,9.2,15.0,4.1,125.5,12.0,34.5,30.6,22.9,0.01647711080597943,1484.576923076923,3859.9,2412.4375
39073,12.0,OH,Hocking County,1.0,28386.0,10.7,9.5,22.0,5.6,91.3,11.6,45.3,29.0,14.1,-0.003699006552525893,1774.125,3548.25,3548.25
39135,10.0,OH,Preble County,6.0,41105.0,10.1,11.5,17.0,4.7,110.6,11.2,44.8,30.5,13.5,-0.003916798443011799,1712.7083333333333,3736.818181818182,3161.923076923077
39127,11.0,OH,Perry County,1.0,36019.0,12.2,8.6,24.0,6.4,90.8,16.1,44.3,27.7,12.0,0.0016935506260584692,1800.95,3601.9,3601.9
39019,13.0,OH,Carroll County,2.0,27637.0,10.2,10.0,19.0,6.8,92.9,13.0,47.8,27.8,11.4,-0.0028584868111589537,3070.777777777778,3454.625,27637.0
39021,11.0,OH,Champaign County,6.0,38737.0,10.4,10.4,16.0,4.5,107.3,10.9,45.4,27.3,16.5,-0.005266282881999122,2278.6470588235293,3521.5454545454545,6456.166666666667
39075,8.0,OH,Holmes County,7.0,43832.0,16.2,7.2,16.0,3.6,112.3,41.5,36.3,14.4,7.7,-0.000821317758715094,1826.3333333333333,3371.6923076923076,3984.7272727272725
39161,5.0,OH,Van Wert County,6.0,28166.0,12.2,11.4,13.0,4.0,100.5,8.5,47.6,26.8,17.2,-0.004366967265497408,1224.608695652174,2560.5454545454545,2347.1666666666665
39065,8.0,OH,Hardin County,6.0,31407.0,11.4,9.8,17.0,5.0,89.7,10.6,48.9,26.2,14.4,-0.006559047346133028,1427.590909090909,2243.3571428571427,3925.875
39111,13.0,OH,Monroe County,8.0,14097.0,8.8,11.8,22.0,11.1,84.2,12.5,51.1,25.7,10.7,-0.01198836631907498,2013.857142857143,4699.0,3524.25
38087,7.0,ND,Slope County,9.0,784.0,10.2,3.8,16.0,2.5,87.3,11.4,27.8,31.5,29.3,0.002551020408163265,784.0,784.0,784.0
38049,14.0,ND,McHenry County,9.0,5988.0,11.9,6.9,13.0,4.9,86.8,10.0,34.7,34.5,20.8,0.002004008016032064,5988.0,5988.0,2994.0
38065,11.0,ND,Oliver County,3.0,1898.0,13.3,5.8,16.0,5.4,106.5,12.1,32.5,38.0,17.4,0.0184404636459431,1898.0,1898.0,1898.0
38079,20.0,ND,Rolette County,9.0,14667.0,18.3,10.6,31.0,10.8,65.6,16.0,22.3,39.2,22.5,-0.001363605372605168,814.8333333333334,2095.285714285714,1333.3636363636363
38013,17.0,ND,Burke County,9.0,2227.0,16.2,7.4,11.0,4.5,103.1,11.1,28.6,39.5,20.9,-0.05208801077682981,2227.0,2227.0,2227.0
38021,9.0,ND,Dickey County,9.0,4995.0,14.5,12.5,14.0,1.9,87.3,12.3,27.3,32.5,28.0,-0.011411411411411412,416.25,1665.0,555.0
38095,13.0,ND,Towner County,9.0,2247.0,8.9,7.6,17.0,2.2,82.4,7.7,33.3,40.4,18.6,-0.0008900756564307966,449.4,2247.0,561.75
38103,13.0,ND,Wells County,9.0,4058.0,11.8,14.0,13.0,3.9,83.5,15.2,33.0,30.5,21.3,-0.009364218827008379,676.3333333333334,2029.0,1014.5
38045,13.0,ND,LaMoure County,9.0,4114.0,11.2,10.7,15.0,2.4,84.9,13.7,30.4,33.3,22.5,-0.004861448711716091,4114.0,4114.0,4114.0
38033,10.0,ND,Golden Valley County,9.0,1861.0,11.8,4.3,12.0,2.7,91.8,7.6,24.7,45.4,22.3,-0.00967221923696937,1861.0,1861.0,1861.0
38055,15.0,ND,McLean County,8.0,9665.0,12.2,8.9,11.0,3.5,98.0,8.5,35.4,37.8,18.3,-0.0004138644593895499,966.5,9665.0,1073.888888888889
38067,13.0,ND,Pembina County,9.0,7063.0,11.2,7.9,11.0,5.0,95.7,11.1,35.2,33.5,20.2,0.003681155316437774,1177.1666666666667,3531.5,1765.75
38009,9.0,ND,Bottineau County,9.0,6579.0,10.2,12.2,13.0,4.6,88.0,9.2,32.1,37.5,21.3,-0.022799817601459188,1644.75,3289.5,3289.5
38047,11.0,ND,Logan County,9.0,1932.0,9.8,11.9,19.0,3.4,82.1,15.6,41.6,29.0,13.8,0.0015527950310559005,1932.0,1932.0,1932.0
38019,10.0,ND,Cavalier County,9.0,3810.0,12.9,8.1,14.0,2.6,85.4,9.0,28.3,44.0,18.7,-0.0015748031496062992,762.0,1905.0,1270.0
38063,13.0,ND,Nelson County,8.0,2901.0,8.9,14.4,18.0,3.4,73.1,8.3,32.4,39.8,19.4,-0.008617718028266115,725.25,967.0,2901.0
38053,15.0,ND,McKenzie County,9.0,12616.0,19.5,4.6,9.0,3.7,125.6,7.6,31.1,36.7,24.6,-0.014188332276474319,12616.0,12616.0,2523.2
38073,14.0,ND,Ransom County,8.0,5373.0,10.5,15.5,11.0,2.2,91.4,10.0,36.6,36.2,17.2,-0.014330913828401265,537.3,1791.0,767.5714285714286
38007,6.0,ND,Billings County,9.0,953.0,20.0,8.4,9.0,3.0,115.8,9.9,32.9,32.3,24.9,0.005246589716684155,953.0,953.0,953.0
38075,13.0,ND,Renville County,9.0,2523.0,14.2,10.3,9.0,3.8,92.7,7.8,31.0,44.0,17.2,-0.010305192231470472,2523.0,2523.0,2523.0
38039,13.0,ND,Griggs County,9.0,2262.0,7.0,13.6,12.0,2.8,79.7,12.4,32.8,34.6,20.3,-0.010610079575596816,452.4,2262.0,565.5
38011,9.0,ND,Bowman County,9.0,3230.0,12.3,7.4,9.0,2.2,96.4,10.2,32.6,35.2,21.9,-0.015479876160990712,3230.0,3230.0,3230.0
38081,15.0,ND,Sargent County,9.0,3890.0,11.9,7.0,11.0,1.9,96.1,8.3,31.3,41.5,19.0,0.006169665809768638,3890.0,3890.0,3890.0
38031,9.0,ND,Foster County,9.0,3310.0,8.7,12.7,13.0,3.0,87.6,11.3,28.6,38.5,21.6,-0.006042296072507553,827.5,3310.0,1103.3333333333333
38027,9.0,ND,Eddy County,9.0,2288.0,15.7,16.6,15.0,4.3,89.2,10.9,30.7,36.3,22.2,-0.006118881118881119,2288.0,2288.0,2288.0
38051,16.0,ND,McIntosh County,9.0,2604.0,7.9,14.7,19.0,3.0,69.4,18.4,31.4,31.9,18.3,-0.04262672811059908,372.0,2604.0,434.0
38029,15.0,ND,Emmons County,8.0,3335.0,6.8,15.4,18.0,4.3,72.1,15.2,36.6,33.0,15.3,-0.020989505247376312,667.0,1667.5,1111.6666666666667
38041,10.0,ND,Hettinger County,9.0,2599.0,12.9,9.9,11.0,3.0,81.0,12.1,36.1,38.0,13.8,-0.021546748749519045,2599.0,2599.0,2599.0
38023,11.0,ND,Divide County,9.0,2389.0,10.3,11.2,13.0,2.6,97.4,11.8,33.9,31.3,23.1,-0.027208036835496024,2389.0,2389.0,2389.0
37007,13.0,NC,Anson County,6.0,25119.0,9.5,14.2,36.0,5.8,70.8,19.6,41.1,29.8,9.5,-0.018909988454954417,2093.25,3139.875,6279.75
37155,16.0,NC,Robeson County,4.0,133514.0,13.1,10.8,38.0,7.9,68.1,23.6,34.4,29.3,12.6,-0.007849364111628744,1051.291338582677,2519.132075471698,1804.2432432432433
37177,21.0,NC,Tyrrell County,9.0,4039.0,11.0,8.6,38.0,8.4,66.5,27.0,39.3,25.4,8.2,-0.024511017578608567,4039.0,4039.0,4039.0
37085,11.0,NC,Harnett County,4.0,130899.0,14.0,7.7,21.0,5.8,101.0,14.2,31.3,35.2,19.3,0.020580753099718102,2077.7619047619046,5454.125,3356.3846153846152
37073,16.0,NC,Gates County,1.0,11593.0,9.5,8.9,22.0,5.1,90.4,14.7,37.3,33.6,14.5,0.005175536961959803,11593.0,11593.0,2898.25
37029,16.0,NC,Camden County,8.0,10423.0,9.4,7.7,11.0,5.2,129.3,16.8,23.4,39.5,20.4,0.012856183440468195,10423.0,10423.0,10423.0
37053,15.0,NC,Currituck County,1.0,25664.0,10.2,8.4,16.0,5.1,113.8,12.8,29.0,36.3,21.9,0.020612531172069827,3208.0,3666.285714285714,25664.0
36009,8.0,NY,Cattaraugus County,4.0,77761.0,11.1,11.0,21.0,6.0,73.7,11.8,40.3,29.8,18.1,-0.003150679646609483,883.6477272727273,1944.025,1620.0208333333333
36095,9.0,NY,Schoharie County,2.0,31453.0,7.5,9.0,18.0,5.4,80.1,11.5,38.0,30.0,20.5,-0.0003179346962133978,1497.7619047619048,2621.0833333333335,3494.777777777778
36003,13.0,NY,Allegany County,7.0,47110.0,10.5,9.4,26.0,6.3,72.1,11.0,37.8,30.8,20.5,-0.005561451921035874,1308.611111111111,3623.846153846154,2048.2608695652175
35061,17.0,NM,Valencia County,2.0,75639.0,11.2,8.5,27.0,7.2,93.5,18.3,32.7,31.8,17.1,0.0007800208886949854,2292.090909090909,5402.785714285715,3981.0
35033,19.0,NM,Mora County,9.0,4547.0,9.0,9.0,35.0,8.7,73.9,12.3,40.0,34.6,13.2,-0.0145150648779415,4547.0,4547.0,2273.5
35021,8.0,NM,Harding County,9.0,692.0,8.5,11.3,20.0,6.9,79.0,11.0,38.8,24.4,25.8,-0.044797687861271675,692.0,692.0,692.0
35025,17.0,NM,Lea County,5.0,69850.0,16.4,7.3,25.0,9.2,111.5,28.2,30.3,28.4,13.1,-0.016249105225483177,1126.6129032258063,2253.2258064516127,2253.2258064516127
35007,21.0,NM,Colfax County,7.0,12262.0,9.2,12.4,31.0,6.0,82.0,11.3,34.1,32.4,22.1,-0.013293100636111565,817.4666666666667,1532.75,1751.7142857142858
32001,15.0,NV,Churchill County,6.0,24016.0,12.9,11.6,21.0,5.4,91.1,10.6,33.3,39.5,16.6,-0.00033311125916055963,1264.0,2001.3333333333333,3430.8571428571427
32019,15.0,NV,Lyon County,4.0,52854.0,11.3,11.1,20.0,7.4,93.0,15.0,32.2,38.3,14.5,0.015552276081280509,2642.7,8809.0,3775.285714285714
32027,15.0,NV,Pershing County,9.0,6606.0,9.2,5.6,19.0,5.8,103.2,21.8,35.1,32.2,11.0,-0.00348168331819558,6606.0,3303.0,6606.0
32021,15.0,NV,Mineral County,7.0,4396.0,10.4,21.0,28.0,6.5,75.9,13.5,33.3,41.4,11.8,-0.010691537761601456,1465.3333333333333,2198.0,4396.0
32011,12.0,NV,Eureka County,9.0,1940.0,6.5,5.5,10.0,4.6,122.4,8.4,41.5,33.4,16.6,-0.04639175257731959,1940.0,1940.0,1940.0
32015,15.0,NV,Lander County,7.0,5765.0,18.5,5.8,14.0,6.2,130.1,17.1,36.3,32.6,14.1,-0.02497831743278404,5765.0,5765.0,5765.0
32029,14.0,NV,Storey County,2.0,3989.0,5.1,5.6,14.0,6.3,108.8,6.0,28.3,42.5,23.1,0.029330659313111056,3989.0,3989.0,3989.0
32009,11.0,NV,Esmeralda County,9.0,828.0,9.7,4.8,20.0,4.6,88.2,10.8,42.5,29.8,16.8,-0.0012077294685990338,828.0,828.0,828.0
31009,8.0,NE,Blaine County,9.0,469.0,19.0,2.1,21.0,4.5,86.0,1.3,35.8,37.9,25.1,-0.017057569296375266,469.0,469.0,469.0
31085,9.0,NE,Hayes County,9.0,891.0,15.5,3.3,29.0,2.4,81.4,9.2,27.2,43.0,20.6,-0.025813692480359147,891.0,891.0,891.0
31087,15.0,NE,Hitchcock County,9.0,2844.0,9.8,10.5,19.0,3.6,76.3,8.2,37.3,39.7,14.7,-0.014767932489451477,2844.0,2844.0,2844.0
31063,15.0,NE,Frontier County,9.0,2650.0,9.8,6.1,17.0,2.9,96.7,4.6,33.6,43.0,18.7,0.007169811320754717,2650.0,2650.0,2650.0
31007,5.0,NE,Banner County,9.0,724.0,15.3,4.2,22.0,3.4,89.6,4.0,31.8,47.1,17.0,0.012430939226519336,724.0,724.0,724.0
31123,14.0,NE,Morrill County,9.0,4892.0,10.4,10.2,23.0,3.2,77.9,13.3,31.8,36.0,19.0,-0.008789860997547016,543.5555555555555,1223.0,978.4
31099,12.0,NE,Kearney County,7.0,6569.0,12.8,11.6,11.0,2.4,116.4,6.6,34.5,35.0,23.9,0.0015223017202009438,1313.8,3284.5,2189.6666666666665
31069,11.0,NE,Garden County,9.0,1911.0,7.8,9.9,26.0,3.3,67.9,5.6,30.4,42.0,21.9,-0.0026164311878597592,1911.0,1911.0,1911.0
30041,14.0,MT,Hill County,7.0,16446.0,18.4,8.6,23.0,4.3,83.0,9.5,28.6,38.4,23.5,0.001398516356560866,822.3,2055.75,1370.5
30087,17.0,MT,Rosebud County,9.0,9265.0,18.4,7.5,22.0,5.5,107.3,11.7,32.3,36.2,19.8,-0.007987048030221263,1158.125,4632.5,1544.1666666666667
30055,11.0,MT,McCone County,9.0,1739.0,12.2,7.6,21.0,1.9,91.5,6.9,44.0,32.6,16.4,0.023001725129384705,1739.0,1739.0,1739.0
30019,9.0,MT,Daniels County,9.0,1734.0,6.9,8.6,10.0,2.6,98.1,5.2,33.1,38.0,23.7,-0.008073817762399077,578.0,1734.0,867.0
30079,9.0,MT,Prairie County,9.0,1166.0,11.3,13.0,16.0,3.2,86.7,6.9,41.7,32.2,19.2,0.024871355060034305,1166.0,1166.0,1166.0
30075,11.0,MT,Powder River County,9.0,1752.0,10.2,9.7,15.0,2.3,95.5,5.1,30.8,38.8,25.4,-0.008561643835616438,1752.0,1752.0,1752.0
30007,14.0,MT,Broadwater County,9.0,5788.0,8.9,9.6,15.0,4.9,101.0,6.4,37.6,28.7,27.3,0.012612301313061507,2894.0,5788.0,5788.0
30095,10.0,MT,Stillwater County,8.0,9367.0,8.2,9.4,9.0,4.0,119.2,5.0,35.8,33.8,25.4,-0.005871677164513718,1561.1666666666667,4683.5,2341.75
30025,15.0,MT,Fallon County,9.0,3091.0,14.7,8.9,11.0,3.6,107.7,3.8,39.8,41.6,14.8,-0.025558071821417016,3091.0,3091.0,1030.3333333333333
30071,11.0,MT,Phillips County,9.0,4116.0,13.6,7.8,21.0,5.3,84.7,8.7,40.4,33.4,17.4,-0.0060738581146744415,4116.0,4116.0,4116.0
30069,7.0,MT,Petroleum County,9.0,498.0,0.0,2.0,22.0,4.7,86.0,2.2,52.4,24.1,21.3,0.03614457831325301,498.0,498.0,498.0
30097,7.0,MT,Sweet Grass County,9.0,3628.0,9.7,8.6,11.0,3.1,98.8,6.0,36.8,32.5,24.7,0.0024807056229327455,1209.3333333333333,3628.0,1814.0
30045,13.0,MT,Judith Basin County,8.0,1949.0,9.8,5.2,16.0,3.4,88.7,5.1,35.0,28.5,31.3,0.009235505387378143,1949.0,1949.0,1949.0
30103,8.0,MT,Treasure County,8.0,685.0,19.0,16.1,13.0,4.2,101.0,7.8,35.0,37.3,19.8,0.0,685.0,685.0,685.0
30065,17.0,MT,Musselshell County,8.0,4636.0,8.9,11.7,26.0,5.1,83.8,9.8,42.8,32.8,14.6,0.004098360655737705,4636.0,4636.0,2318.0
30039,18.0,MT,Granite County,8.0,3292.0,5.9,7.7,21.0,5.9,86.5,10.5,35.9,28.6,25.0,0.038882138517618466,3292.0,3292.0,3292.0
30059,14.0,MT,Meagher County,9.0,1842.0,9.3,7.6,35.0,4.0,78.2,7.5,41.9,29.4,21.2,0.01248642779587405,1842.0,1842.0,1842.0
29061,12.0,MO,Daviess County,8.0,8233.0,13.6,10.8,30.0,3.9,84.2,15.9,42.1,25.2,16.8,-0.0059516579618608045,2744.3333333333335,4116.5,8233.0
29205,17.0,MO,Shelby County,9.0,6051.0,12.2,13.2,25.0,4.2,78.7,9.4,47.0,29.6,14.0,-0.008263097008758883,6051.0,6051.0,3025.5
29041,10.0,MO,Chariton County,9.0,7529.0,12.7,10.7,19.0,4.4,85.5,12.3,49.3,22.6,15.8,-0.008234825342010891,2509.6666666666665,3764.5,7529.0
29087,10.0,MO,Holt County,8.0,4479.0,11.4,11.4,21.0,3.2,81.7,9.6,43.9,26.4,20.1,-0.0008930564858227283,1119.75,4479.0,1493.0
29209,16.0,MO,Stone County,6.0,31534.0,8.0,11.4,26.0,7.0,83.3,13.3,38.9,31.0,16.9,0.006944884886154626,6306.8,31534.0,7883.5
29203,18.0,MO,Shannon County,9.0,8244.0,10.2,10.2,40.0,7.4,57.0,18.3,41.3,25.4,15.0,-0.004245511887433284,2061.0,2748.0,8244.0
29197,19.0,MO,Schuyler County,9.0,4491.0,14.7,10.0,30.0,6.4,73.7,13.3,41.7,32.4,12.5,-0.00022266755733689602,4491.0,4491.0,4491.0
29085,16.0,MO,Hickory County,8.0,9374.0,8.5,16.6,35.0,5.6,65.1,18.2,42.6,29.4,9.8,0.011201194794111372,9374.0,9374.0,9374.0
29179,15.0,MO,Reynolds County,9.0,6370.0,9.2,10.7,35.0,6.5,64.8,24.0,42.1,24.8,9.1,0.011459968602825745,1592.5,6370.0,2123.3333333333335
29177,6.0,MO,Ray County,1.0,22721.0,10.9,11.1,15.0,4.9,111.4,12.0,46.2,27.9,13.9,-0.0021565952202807974,2524.5555555555557,5680.25,4544.2
29151,12.0,MO,Osage County,3.0,13596.0,11.9,8.5,11.0,3.4,107.9,9.7,45.0,26.3,19.1,0.005589879376287144,6798.0,13596.0,13596.0
29143,18.0,MO,New Madrid County,7.0,17890.0,12.7,11.3,36.0,9.3,63.9,24.1,41.2,23.6,11.1,-0.011179429849077696,17890.0,17890.0,5963.333333333333
29135,9.0,MO,Moniteau County,3.0,16007.0,13.0,8.5,17.0,4.3,97.2,16.4,43.7,21.6,18.3,0.00812144686699569,3201.4,16007.0,4001.75
29131,13.0,MO,Miller County,6.0,24994.0,12.3,11.0,25.0,5.2,79.8,15.1,43.0,26.2,15.7,0.005001200288069136,2272.181818181818,3570.5714285714284,6248.5
29125,10.0,MO,Maries County,8.0,8874.0,9.9,9.3,23.0,5.0,83.5,17.4,41.9,26.7,14.0,-0.010592742844264142,2218.5,2958.0,8874.0
29089,15.0,MO,Howard County,6.0,10062.0,12.2,8.7,21.0,4.4,93.8,11.7,38.0,24.9,25.3,-0.007652554164182071,1437.4285714285713,3354.0,2515.5
29063,7.0,MO,DeKalb County,3.0,12505.0,8.9,8.5,16.0,4.3,90.6,14.1,47.6,24.8,13.6,-0.0031187524990004,12505.0,12505.0,12505.0
29027,10.0,MO,Callaway County,3.0,45077.0,10.4,8.6,17.0,4.1,102.8,14.3,37.4,27.8,20.5,0.008274729906604255,1803.08,2504.277777777778,6439.571428571428
29017,17.0,MO,Bollinger County,3.0,12204.0,9.7,10.0,24.0,5.2,79.2,21.2,46.0,23.3,9.4,-0.009587020648967551,12204.0,12204.0,12204.0
28073,14.0,MS,Lamar County,3.0,61230.0,12.9,7.1,19.0,4.5,137.4,7.9,24.2,31.1,36.8,0.0065817409766454355,4082.0,10205.0,6803.333333333333
28061,15.0,MS,Jasper County,9.0,16591.0,13.0,11.2,34.0,7.7,83.3,16.8,37.7,31.9,13.7,0.0025917666204568744,5530.333333333333,8295.5,16591.0
28137,13.0,MS,Tate County,1.0,28246.0,11.9,9.8,25.0,5.8,109.2,20.2,28.4,35.3,16.2,-0.004708631310628053,1661.5294117647059,4707.666666666667,2567.818181818182
28045,9.0,MS,Hancock County,2.0,46647.0,10.3,10.4,27.0,6.1,108.6,15.7,28.4,35.0,20.9,0.008403541492486118,2455.1052631578946,11661.75,3109.8
